"%s - Discounts and Coupons","%s - Discounts and Vouchers"
"Catalog","Catalogue"
"Coupons/Discounts","Vouchers/Discounts"
"Order # %s Notification(s)","Order #%s Notification(s)"
"Rss Config","RSS Config"
"Rss Feeds Section","RSS Feeds Section"
"Shipping & Handling","Delivery & Handling"
"Store: %s <br/>","Shop: %s <br/>
"Tax","VAT"
